"Table 28-1 COEFFICIENT OF THERMAL EXPANSION - ORGANIC COMPOUNDS"
""
"B""q =a (1 - TITc)m                (Big - 1/C, T-K, density,, - glcm’)"
"NO      FORMULA                       NAME                    a         Tc       m     TMIN      TMAX     By @25C      density,, @ 25 C"
"1  |CBrCIF2      BROMOCHLORODIFLUOROMETHANE           8.4480E-04   426.15  -0.7356  113.65    404.84   2.0460E-03          1.810"
"2  |CBrCI3       BROMOTRICHLOROMETHANE               6.0010E-04    606.00  -0.7143 252.15     575.70   9.7350E-04          1.994"
"3  |CBrF3        BROMOTRIFLUOROMETHANE                1.0780E-03    340.15 -0.7199  105.15    323.14   4.8610E-03          1.536"
"4  |CBr2r2       DIBROMODIFLUOROMETHANE               7.0470E-04   478.00  -0.7374  163.05    454.10    1.4490E-03         2.274"
"5  |CCIF3        CHLOROTRIFLUOROMETHANE               1.2290E-03   301.96  -0.7093  92.15     286.86       e               0.841"
"6  |CCIN        CYANOGEN CHLORIDE                    7.8160E-04    449.00  -0.7614 266.65     426.55    1.7930E-03         1.172"
"7  |CCI2F2       DICHLORODIFLUOROMETHANE             9.8380E-04    384.95  -0.7035  115.15    365.70   2.8050E-03          1.307"
"8  |CCI20        PHOSGENE                            7.8010E-04    455.00  -0.7280  14537     432.25    1.6940E-03         1.363"
"9  |CCI3F       TRICHLOROFLUOROMETHANE               7.8150E-04    471.20  -0.7143  162.04    447.64    1.5980E-03         1.477"
"10 |CCl4         CARBON TETRACHLORIDE                 6.6990E-04    556.35  -0.7100 250.33     528.53    1.1550E-03         1.583"
"11 |CF20         CARBONYL FLUORIDE                     1.0690E-03   297.00  -0.7143  161.89    282.15      e                 -—"
"12 |CF4          CARBON TETRAFLUORIDE                  1.6100E-03   227.50  -0.7091  89.56     216.13      -----             ∙∙∙∙⋅∙"
"13 |CHBr3        TRIBROMOMETHANE                      6.0300E-04    696.00  -0.6994 281.20     661.20   8.9160E-04          2.876"
"14 |CHCIF2       CHLORODIFLUOROMETHANE                 1.0080E-03   369.30  -0.7188  115.73    350.84   3.2940E-03          1.193"
"15 |CHCI2F       DICHLOROFLUOROMETHANE                8.2580E-04    45158   -0.7143  138.15    429.00   1.7860E-03          1.367"
"16 |CHCI3        CHLOROFORM                           7.3760E-04    536.40  -0.7123 209.63     509.58   1.3150E-03          1.480"
"17 |CHF3         TRIFLUOROMETHANE                      1.3220E-03   298.89  -0.7109 117.97     28395        --—-oo-         0.667"
"18 |CHI3,        TRIIODOMETHANE                       4 5650E-04    79455   -0.7143 396.16     75482         ———o-           ∙∙∙−∙∙"
"19 |CHN          HYDROGEN CYANIDE                      1.0390E-03   456.65  -0.7179 259.91     433.82   2.2220E-03          0.680"
"20 |CHNS          ISOTHIOCYANIC-ACD                       eeeeeem-     -----   -----   ------     ----------                  ----"
"21CHZBrCI         BROMOCHLOROMETHANE                   6.5850E-04    557.00  -0.7143 185.20     529.15   1.1380E-03          1.926"
"22 |CH2Br2        DIBROMOMETHANE                       6.2880E-04    611.00  -0.7242 220.60     580.45   1.0210E-03          2.482"
"23 |CH2CIF        CHLOROFLUOROMETHANE                  9.8820E-04    42491   -0.7143 140.16     403.66   2.3450E-03          1.256"
"24 |CH2CI2        DICHLOROMETHANE                      7.7360E-04    510.00  -0.7098 178.01     484.50   1.4430E-03          1.318"
"25 |CH2F2         DIFLUOROMETHANE                      1.1010E-03    351.60  -0.7190 137.00     334.02   4.2660E-03          0.957"
"26 |CH2I12        DIIODOMETHANE                        4.9260E-04    747.00  -0.7346 279.25     709.65   7.1610E-04          3.306"
"27 |CH20          FORMALDEHYDE                         1.0630E-03    408.00  -0.7143 181.15     387.60   2.6870E-03          0.736"
"28 |CH202         FORMIC ACID                          5.7720E-04    580.00  -0.7634 281.55     551.00   1.0010E-03          1.214"
"29 |CH3Br         METHYL BROMIDE                       8.0180E-04    467.00  -0.7197 179.55     443.65   1.6670E-03          1.662"
"30 |[CH3CI        METHYL CHLORIDE                      9.2560E-04    416.25  -0.7131 17545      39544    2.2730E-03          0.913"
"31 [CH3CI3Si      METHYL TRICHLOROSILANE               7.2170E-04    517.00  -0.7221 195.35     491.15   1.3430E-03          1.266"
"32 |CH3F          METHYL FLUORIDE                      1.2760E-03    317.70  -0.7146 131.35     301.82   9.3590E-03          0.566"
"33 |CH3lI         METHYL IODIDE                        6.8630E-04    528.00  -0.7321 206.70     501.60   1.2620E-03          2.265"
"34 [CH3NO         FORMAMIDE                            5.1990E-04    771.00  -0.7482 275.70     732.45   7.4950E-04          1.129"
"35 |CH3NO2        NITROMETHANE                         7.0610E-04    588.15  -0.7097 244.60     558.74   1.1660E-03          1.129"
"36 |CH3NO2        METHYL-NITRITE                          cmmeeee      --------        -----     −⋅⋅∙∙∙     ∙∙⋅∙∙⋅∙∙          −∙−∙∙"
"37 |CH3NO3        METHYL-NITRATE                          eseeemes     ----------------          ----       -----—            ∙∙∙−∙∙"
"38 |CH4           METHANE                              1.8090E-03    190.58  -0.7230  90.67     181.05      e                 ——"
"39 |CH4CI2Si      METHYL DICHLOROSILANE                5.9030E-04    483.00  -0.7747 182.55     458.85   1.2420E-03          1.103"
"40 |CH40          METHANOL                             5.9220E-04    512.58  -0.7669 175.47     486.95   1.1550E-03         0.787"
